Row Labels,WindowsOnly Number,WindowsOnly Percent,OtherVentilation Number,OtherVentilation Percent,TotalClassrooms (not inc DNE),Does Not Exist Number,Does Not Exist Percent,Operational Number,Operational Percent,Repair In Progress Number,Repair in Progress Percent,Does Not Exist or Repair in Progress Number,Does Not Exist or Repair in Progress Percent,Total Number Classrooms,Address,Latitude,Longitude,OpenCage Address,OpenCage Zip Code,OpeningDate,SchoolType,NTANumber,NTAName,JoinedSchoolListLocList,Census_tract,numSchools,studentEnrollment,studentCases,staffAndTeacherEnrollment,staffAndTeacherCases,totalCases,totalSchoolPop,studentsPerClassroom,staffPerClassroom,totalSchoolPopPerClassroom,casePerStudent,casesPerStaff,totalCasesPerPop,"caseRatePer10,000Student","caseRatePer10,000Staff","totalCaseRatePer10,000Pop"
R455,5,5%,98,95%,103,0,0%,100,97%,3,3%,3,3%,103,100 LUTEN AVENUE,40.528152,-74.193431,"Tottenville High School, Hawley Avenue, New York, NY 10312, United States of America",10312,1972,High school,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Tottenville High School,19800,1,3726,36,390,10,46,4116,36.17475728,3.786407767,39.96116505,0.009661835749,0.02564102564,0.01117589893,96.61835749,256.4102564,111.7589893
X405,2,1%,151,99%,153,1,1%,149,97%,4,3%,5,3%,154,3000 EAST TREMONT AVENUE,40.839775,-73.839583,"Herbert H Lehman High School, 3000 East Tremont Avenue, New York, NY 10461, United States of America",10461,1972,High school,BX52,Schuylerville-Throgs Neck-Edgewater Park,"Herbert H. Lehman High School, Renaissance High School for Musical Theater and th, Throggs Neck High School, Westchester Square Academy, Bronx River High School, Pelham Lab High School, Schuylerville Preparatory High School",19400,6,3163,25,377,6,31,3540,20.53896104,2.448051948,22.98701299,0.007903888713,0.01591511936,0.008757062147,79.03888713,159.1511936,87.57062147
K228,11,18%,51,82%,62,0,0%,62,100%,0,0%,0,0%,62,228 AVENUE S,40.60066,-73.976801,"Intermediate School 228, West 5th Street, New York, NY 11223, United States of America",11223,1930,Junior High-Intermediate-Middle,BK29,Bensonhurst East,I.S. 228 David A. Boody,41000,1,1591,24,168,4,28,1759,25.66129032,2.709677419,28.37096774,0.01508485229,0.02380952381,0.0159181353,150.8485229,238.0952381,159.181353
M167,10,15%,56,85%,66,0,0%,66,100%,0,0%,0,0%,66,220 EAST  76 STREET,40.771541,-73.957827,"Junior High School 167, East 75th Street, New York, NY 10021, United States of America",10021,1956,Junior High-Intermediate-Middle,MN31,Lenox Hill-Roosevelt Island,J.H.S. 167 Robert F. Wagner,13400,1,1275,24,115,3,27,1390,19.31818182,1.742424242,21.06060606,0.01882352941,0.02608695652,0.01942446043,188.2352941,260.8695652,194.2446043
R075,1,1%,78,99%,79,0,0%,79,100%,0,0%,0,0%,79,455 HUGUENOT AVENUE,40.544535,-74.197033,"455 Huguenot Avenue, New York, NY 10312, United States of America",10312,1985,Junior High-Intermediate-Middle,SI48,Arden Heights,I.S. 075 Frank D. Paulo,17010,1,1446,24,195,3,27,1641,18.30379747,2.46835443,20.7721519,0.01659751037,0.01538461538,0.01645338208,165.9751037,153.8461538,164.5338208
K078,0,0%,71,100%,71,0,0%,70,99%,1,1%,1,1%,71,1420 EAST  68 STREET,40.620537,-73.912914,"Intermediate School 78, Avenue N, New York, NY 11234, United States of America",11234,1964,Junior High-Intermediate-Middle,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,"J.H.S. 078 Roy H. Mann, Success Academy Charter School - Bergen Beach - Ne",69602,2,1592,23,218,6,29,1810,22.42253521,3.070422535,25.49295775,0.01444723618,0.02752293578,0.01602209945,144.4723618,275.2293578,160.2209945
R069,0,0%,53,100%,53,0,0%,53,100%,0,0%,0,0%,53,144 KEATING PLACE,40.59148,-74.157327,"Public School 69, Travis Avenue, New York, NY 10314, United States of America",10314,1976,Elementary,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,P.S. 069 Daniel D. Tompkins,27705,1,883,22,164,5,27,1047,16.66037736,3.094339623,19.75471698,0.02491506229,0.03048780488,0.02578796562,249.1506229,304.8780488,257.8796562
R007,0,0%,67,100%,67,0,0%,67,100%,0,0%,0,0%,67,1270 HUGUENOT AVENUE,40.522971,-74.186096,"Intermediate School 7, Irvington Street, New York, NY 10312, United States of America",10312,1965,Junior High-Intermediate-Middle,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,I.S. 007 Elias Bernstein,19800,1,1195,21,142,4,25,1337,17.8358209,2.119402985,19.95522388,0.01757322176,0.02816901408,0.01869857891,175.7322176,281.6901408,186.9857891
R024,8,11%,65,89%,73,0,0%,73,100%,0,0%,0,0%,73,750 DURANT AVENUE,40.54549,-74.145558,"Intermediate School 24, 225 Cleveland Avenue, New York, NY 10308, United States of America",10308,1968,Junior High-Intermediate-Middle,SI54,Great Kills,I.S. 024 Myra S. Barnes,13203,1,1308,21,186,4,25,1494,17.91780822,2.547945205,20.46575342,0.01605504587,0.02150537634,0.01673360107,160.5504587,215.0537634,167.3360107
R880,0,0%,51,100%,51,0,0%,51,100%,0,0%,0,0%,51,715 OCEAN TERRACE,40.607637,-74.105883,"Michael J. Petrides School, Milford Drive, New York, NY 10304, United States of America",10304,1995,K-12 all grades,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"The Michael J. Petrides School, Bridge Preparatory Charter School",17700,2,1581,21,229,5,26,1810,31,4.490196078,35.49019608,0.01328273245,0.02183406114,0.01436464088,132.8273245,218.3406114,143.6464088
K055,0,0%,67,100%,67,0,0%,67,100%,0,0%,0,0%,67,2021 BERGEN STREET,40.6741,-73.9133,"2028 Bergen Street, New York, NY 11233, United States of America",11233,1968,Junior High-Intermediate-Middle,BK79,Ocean Hill,"Brooklyn Collegiate: A College Board School, Achievement First Brownsville Charter School",36501,2,1530,20,204,2,22,1734,22.8358209,3.044776119,25.88059701,0.01307189542,0.009803921569,0.01268742791,130.7189542,98.03921569,126.8742791
R036,2,4%,44,96%,46,0,0%,46,100%,0,0%,0,0%,46,255 IONIA AVENUE,40.543433,-74.182548,"Public School 36, 255 Ionia Avenue, New York, NY 10312, United States of America",10312,1974,Elementary,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,P.S. 036 J. C. Drumgoole,17005,1,821,20,122,5,25,943,17.84782609,2.652173913,20.5,0.02436053593,0.04098360656,0.02651113468,243.6053593,409.8360656,265.1113468
R072,2,3%,77,97%,79,0,0%,77,97%,2,3%,2,3%,79,33 FERNDALE AVENUE,40.592132,-74.158618,"Intermediate School 72, Saxon Avenue, New York, NY 10314-3903, United States of America",10312,1976,Junior High-Intermediate-Middle,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,I.S. 072 Rocco Laurie,27706,1,1517,20,205,5,25,1722,19.20253165,2.594936709,21.79746835,0.01318391562,0.0243902439,0.01451800232,131.8391562,243.902439,145.1800232
R460,4,4%,109,96%,113,0,0%,113,100%,0,0%,0,0%,113,1200 MANOR ROAD,40.588985,-74.130819,"Greenbelt Blue Trail, New York, NY 10314, United States of America",10314,1968,High school,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Susan E. Wagner High School,18100,1,3332,19,370,9,28,3702,29.48672566,3.274336283,32.76106195,0.005702280912,0.02432432432,0.0075634792,57.02280912,243.2432432,75.634792
Q157,0,0%,71,100%,71,0,0%,71,100%,0,0%,0,0%,71,63-55 102ND STREET,40.732348,-73.852879,"J.H.S. 157 STEPHEN A. HALSEY, 102nd Street, New York, NY 11374, United States of America",11374,1948,Junior High-Intermediate-Middle,QN17,Forest Hills,J.H.S. 157 Stephen A. Halsey,72100,1,1648,17,170,4,21,1818,23.21126761,2.394366197,25.6056338,0.01031553398,0.02352941176,0.01155115512,103.1553398,235.2941176,115.5115512
K590,0,0%,46,100%,46,0,0%,46,100%,0,0%,0,0%,46,1186 CARROLL STREET,40.66679,-73.951823,"1150 Carroll Street, New York, NY 11225, United States of America",11225,2000,Secondary School,BK63,Crown Heights South,Medgar Evers College Preparatory School,32100,1,1505,16,100,0,16,1605,32.7173913,2.173913043,34.89130435,0.01063122924,0,0.009968847352,106.3122924,0,99.68847352
M064,0,0%,66,100%,66,0,0%,66,100%,0,0%,0,0%,66,600 EAST  6 STREET,40.72313,-73.981597,"Public School 64, 600 East 6th Street, New York, NY 10009, United States of America",10009,1954,Elementary,MN28,Lower East Side,"P.S. 064 Robert Simon, Earth School, Tompkins Square Middle School",2601,3,865,16,135,1,17,1000,13.10606061,2.045454545,15.15151515,0.01849710983,0.007407407407,0.017,184.9710983,74.07407407,170
K013,0,0%,65,100%,65,0,0%,65,100%,0,0%,0,0%,65,557 PENNSYLVANIA AVENUE,40.664067,-73.893328,"Public School 13, 557 Pennsylvania Avenue, New York, NY 11207, United States of America",11207,1975,Elementary,BK85,East New York (Pennsylvania Ave),"P.S. 013 Roberto Clemente, Achievement First East New York Charter School",112600,2,1536,15,237,4,19,1773,23.63076923,3.646153846,27.27692308,0.009765625,0.01687763713,0.01071630006,97.65625,168.7763713,107.1630006
K505,4,3%,116,97%,120,0,0%,90,75%,30,25%,30,25%,120,5800 20 AVENUE,40.621299,-73.982583,"Franklin Delano Roosevelt High School, 57th Street, New York, NY 11204, United States of America",11204,1965,High school,BK88,Borough Park,Franklin Delano Roosevelt High School,46800,1,3304,15,316,3,18,3620,27.53333333,2.633333333,30.16666667,0.004539951574,0.009493670886,0.004972375691,45.39951574,94.93670886,49.72375691
K050,2,4%,55,96%,57,0,0%,57,100%,0,0%,0,0%,57,183 SOUTH  3 STREET,40.711915,-73.960137,"183 South 3rd Street, New York, NY 11211, United States of America",11211,1915,Junior High-Intermediate-Middle,BK73,North Side-South Side,"J.H.S. 050 John D. Wells, Success Academy Charter School - Williamsburg",52300,2,737,14,113,1,15,850,12.92982456,1.98245614,14.9122807,0.01899592944,0.008849557522,0.01764705882,189.9592944,88.49557522,176.4705882
M149,0,0%,87,100%,87,0,0%,87,100%,0,0%,0,0%,87,34 WEST 118 STREET,40.8025,-73.9467,"21 West 118th Street, New York, NY 10026, United States of America",10026,1989,Ungraded,MN11,Central Harlem South,Success Academy Charter School - Harlem 1,19000,1,1654,14,244,2,16,1898,19.01149425,2.804597701,21.81609195,0.0084643289,0.008196721311,0.008429926238,84.643289,81.96721311,84.29926238
K017,1,2%,42,98%,43,0,0%,43,100%,0,0%,0,0%,43,208 NORTH  5 STREET,40.715268,-73.9573,"208 North 5th Street, New York, NY 11211, United States of America",11211,1921,Elementary,BK73,North Side-South Side,"P.S. 017 Henry D. Woodworth, Conselyea Preparatory School",51900,2,736,13,101,4,17,837,17.11627907,2.348837209,19.46511628,0.01766304348,0.0396039604,0.02031063321,176.6304348,396.039604,203.1063321
K033,1,2%,63,98%,64,0,0%,64,100%,0,0%,0,0%,64,70 TOMPKINS AVENUE,40.6971,-73.9466,"Martin Luther King Place, New York, NY 11206, United States of America",11206,1957,Junior High-Intermediate-Middle,BK75,Bedford,"P.S. 368, Urban Assembly Young Women's Academy For Math, Sci, Success Academy Charter School - Bed-Stuy 1",25700,2,1003,13,293,2,15,1296,15.671875,4.578125,20.25,0.01296111665,0.006825938567,0.01157407407,129.6111665,68.25938567,115.7407407
K049,4,6%,66,94%,70,0,0%,70,100%,0,0%,0,0%,70,223 GRAHAM AVENUE,40.71,-73.9436,"Brooklyn Latin School;Lyons Community School, 223 Graham Avenue, New York, NY 11206, United States of America",11206,1937,Junior High-Intermediate-Middle,BK90,East Williamsburg,"Brooklyn Latin School, The, The Williamsburg High School of Art and Technology, Lyons Community School",50500,3,1601,13,160,2,15,1761,22.87142857,2.285714286,25.15714286,0.008119925047,0.0125,0.008517887564,81.19925047,125,85.17887564
M460,102,82%,22,18%,124,0,0%,42,34%,82,66%,82,66%,124,40 IRVING PLACE,40.735361,-73.987064,"Washington Irving High School, East 17th Street, New York, NY 10003, United States of America",10003,1913,High school,MN21,Gramercy,Washington Irving Campus,5000,6,2902,13,343,2,15,3245,23.40322581,2.766129032,26.16935484,0.004479669194,0.00583090379,0.004622496148,44.79669194,58.3090379,46.22496148
R034,8,13%,55,87%,63,1,2%,63,98%,0,0%,1,2%,64,528 ACADEMY AVENUE,40.5083,-74.2434,"528 Academy Avenue, New York, NY 10307, United States of America",10307,1936,Junior High-Intermediate-Middle,SI11,Charleston-Richmond Valley-Tottenville,I.S. 034 Tottenville,24401,1,1002,13,135,4,17,1137,15.65625,2.109375,17.765625,0.0129740519,0.02962962963,0.01495162709,129.740519,296.2962963,149.5162709
K278,3,5%,59,95%,62,0,0%,62,100%,0,0%,0,0%,62,1925 STUART STREET,40.606745,-73.938721,"Intermediate School 278, Stuart Street, New York, NY 11229, United States of America",11229,1901,High school,BK99,park-cemetery-etc-Brooklyn,"New Horizons Preparatory School, J.H.S. 278 Marine Park",66600,1,1261,12,158,3,15,1419,20.33870968,2.548387097,22.88709677,0.009516256939,0.01898734177,0.01057082452,95.16256939,189.8734177,105.7082452
K356,0,0%,51,100%,51,0,0%,51,100%,0,0%,0,0%,51,104 SUTTER AVENUE,40.665553,-73.91788,"Intermediate School 392, Grafton Street, New York, NY 11212, United States of America",11212,1999,Elementary,BK81,Brownsville,"P.S. 156 Waverly, I.S. 392",90000,2,844,12,117,0,12,961,16.54901961,2.294117647,18.84313725,0.01421800948,0,0.01248699272,142.1800948,0,124.8699272
M123,4,7%,55,93%,59,0,0%,59,100%,0,0%,0,0%,59,301 WEST 140 STREET,40.820216,-73.944551,"Public School 123, 301 West 140th Street, New York, NY 10030, United States of America",10030,1959,K-8,MN03,Central Harlem North-Polo Grounds,"P.S. 123 Mahalia Jackson, Success Academy Charter School - Harlem 5",22102,2,1370,12,188,1,13,1558,23.22033898,3.186440678,26.40677966,0.008759124088,0.005319148936,0.008344030809,87.59124088,53.19148936,83.44030809
Q108,1,1%,67,99%,68,0,0%,64,94%,4,6%,4,6%,68,108-10 109 AVENUE,40.679083,-73.831025,"Public School 108, 109th Street, New York, NY 11419, United States of America",11419,1925,Elementary,QN55,South Ozone Park,P.S. 108 Captain Vincent G. Fowler,9600,1,1293,12,136,1,13,1429,19.01470588,2,21.01470588,0.009280742459,0.007352941176,0.009097270819,92.80742459,73.52941176,90.97270819
R042,4,10%,37,90%,41,1,2%,40,95%,1,2%,2,5%,42,380 GENESEE AVENUE,40.552213,-74.169038,"Public School 42, 380 Genesee Avenue, New York, NY 10312, United States of America",10312,1968,Elementary,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,P.S. 042 Eltingville,17012,1,1047,12,130,5,17,1177,24.92857143,3.095238095,28.02380952,0.01146131805,0.03846153846,0.01444350042,114.6131805,384.6153846,144.4350042
R051,6,9%,59,91%,65,0,0%,65,100%,0,0%,0,0%,65,80 WILLOWBROOK ROAD,40.623077,-74.145522,"Markham Playground, Dr. Martin Luther King Jr. Expressway, New York, NY 10302, United States of America",10302,1960,Junior High-Intermediate-Middle,SI28,Port Richmond,I.S. 051 Edwin Markham,25100,1,1380,12,163,1,13,1543,21.23076923,2.507692308,23.73846154,0.008695652174,0.006134969325,0.00842514582,86.95652174,61.34969325,84.2514582
X095,0,0%,87,100%,87,0,0%,84,97%,3,3%,3,3%,87,3961 HILLMAN AVENUE,40.883049,-73.891664,"Public School 95, 3961 Hillman Avenue, New York, NY 10463, United States of America",10463,1933,K-8,BX28,Van Cortlandt Village,"P.S. 095 Sheila Mencher, Ampark Neighborhood",28100,2,1406,12,191,1,13,1597,16.16091954,2.195402299,18.35632184,0.00853485064,0.005235602094,0.008140262993,85.3485064,52.35602094,81.40262993
K023,0,0%,40,100%,40,0,0%,40,100%,0,0%,0,0%,40,545 WILLOUGHBY AVENUE,40.6941,-73.9476,"Public School 23, 545 Willoughby Avenue, New York, NY 11206, United States of America",11206,1901,Junior High-Intermediate-Middle,BK75,Bedford,"P.S. 023 Carter G. Woodson, Brooklyn Charter School",25901,2,406,11,96,5,16,502,10.15,2.4,12.55,0.02709359606,0.05208333333,0.03187250996,270.9359606,520.8333333,318.7250996
K258,9,13%,59,87%,68,0,0%,66,97%,2,3%,2,3%,68,141 MACON STREET,40.6816,-73.9454,"Junior High School 258, 141 Macon Street, New York, NY 11216, United States of America",11216,1955,Junior High-Intermediate-Middle,BK75,Bedford,"P.S. K140, Leadership Prep Bedford Stuyvesant Uncommon Prep C",26900,2,1532,11,362,4,15,1894,22.52941176,5.323529412,27.85294118,0.007180156658,0.01104972376,0.007919746568,71.80156658,110.4972376,79.19746568
K271,1,1%,70,99%,71,0,0%,71,100%,0,0%,0,0%,71,1137 HERKIMER STREET,40.678124,-73.915106,"Public School 271, 1137 Herkimer Street, New York, NY 11233, United States of America",11233,2004,Junior High-Intermediate-Middle,BK79,Ocean Hill,"Mott Hall IV, Eagle Academy for Young Men II, Ocean Hill Collegiate Charter School",30100,3,1149,11,170,0,11,1319,16.18309859,2.394366197,18.57746479,0.009573542211,0,0.008339651251,95.73542211,0,83.39651251
K383,0,0%,80,100%,80,0,0%,80,100%,0,0%,0,0%,80,1300 GREENE AVENUE,40.697898,-73.919088,"Intermediate School 383, Greene Avenue, New York, NY 11237, United States of America",11237,1977,Junior High-Intermediate-Middle,BK77,Bushwick North,"J.H.S. 383 Philippa Schuyler, Achievement First Bushwick Charter School",43100,2,1352,11,179,0,11,1531,16.9,2.2375,19.1375,0.008136094675,0,0.007184846506,81.36094675,0,71.84846506
K425,8,8%,92,92%,100,0,0%,92,92%,8,8%,8,8%,100,3787 BEDFORD AVENUE,40.610499,-73.947661,"James Madison High School, Quentin Road, New York, NY 11229, United States of America",11229,1925,High school,BK44,Madison,James Madison High School,64200,1,3851,11,314,3,14,4165,38.51,3.14,41.65,0.002856400935,0.009554140127,0.003361344538,28.56400935,95.54140127,33.61344538
K460,28,24%,87,76%,115,0,0%,115,100%,0,0%,0,0%,115,237 7 AVENUE,40.6696,-73.9793,"240 7th Avenue, New York, NY 11215, United States of America",11215,1903,High school,BK37,Park Slope-Gowanus,"John Jay School for Law, Cyberarts Studio Academy, Park Slope Collegiate, Millennium Brooklyn HS",15500,4,2111,11,251,2,13,2362,18.35652174,2.182608696,20.53913043,0.005210800568,0.00796812749,0.00550381033,52.10800568,79.6812749,55.0381033
M187,4,11%,34,89%,38,0,0%,38,100%,0,0%,0,0%,38,349 CABRINI BOULEVARD,40.856239,-73.93684,"Public School M187 Hudson Cliffs, Cabrini Boulevard, New York, NY 10040, United States of America",10040,1930,K-8,MN35,Washington Heights North,P.S./I.S. 187 Hudson Cliffs,27300,1,739,11,87,2,13,826,19.44736842,2.289473684,21.73684211,0.0148849797,0.02298850575,0.01573849879,148.849797,229.8850575,157.3849879
Q002,3,11%,25,89%,28,0,0%,28,100%,0,0%,0,0%,28,75-10 21 AVENUE,40.769798,-73.894108,"PS2, 75th Street, New York, NY 11370, United States of America",11370,1936,Elementary,QN72,Steinway,P.S. 002 Alfred Zimberg,31700,1,501,11,71,0,11,572,17.89285714,2.535714286,20.42857143,0.02195608782,0,0.01923076923,219.5608782,0,192.3076923
Q093,0,0%,67,100%,67,0,0%,67,100%,0,0%,0,0%,67,66-56 FOREST AVENUE,40.705609,-73.903057,"66-56 Forest Avenue, New York, NY 11385, United States of America",11385,1917,Junior High-Intermediate-Middle,QN20,Ridgewood,I.S. 093 Ridgewood,58900,1,1083,11,131,0,11,1214,16.1641791,1.955223881,18.11940299,0.01015697138,0,0.009060955519,101.5697138,0,90.60955519
Q410,8,6%,137,94%,145,1,1%,144,99%,1,1%,2,1%,146,100-00 BEACH CHANNEL DRIVE,40.586012,-73.825317,"100-00 Beach Channel Drive, New York, NY 11694, United States of America",11694,1973,High school,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"Channel View School for Research, Rockaway Park High School for Environmental Sustai, Rockaway Collegiate High School, New Visions Charter High School for the Humanities",93800,4,2062,11,251,2,13,2313,14.12328767,1.719178082,15.84246575,0.005334626576,0.00796812749,0.005620406399,53.34626576,79.6812749,56.20406399
Q415,0,0%,105,100%,105,0,0%,105,100%,0,0%,0,0%,105,57-00 223RD STREET,40.752343,-73.757271,"Benjamin Cardozo High School, 57-00 223rd Street, New York, NY 11364, United States of America",11364,1967,High school,QN42,Oakland Gardens,Benjamin N. Cardozo High School,138501,1,3405,11,258,1,12,3663,32.42857143,2.457142857,34.88571429,0.003230543319,0.003875968992,0.003276003276,32.30543319,38.75968992,32.76003276
Q440,4,4%,87,96%,91,0,0%,91,100%,0,0%,0,0%,91,67-01 110 STREET,40.730017,-73.843972,"Forest Hills High School, 67th Road, New York, NY 11375, United States of America",11375,1941,High school,QN17,Forest Hills,Forest Hills High School,74700,1,3775,11,302,2,13,4077,41.48351648,3.318681319,44.8021978,0.002913907285,0.006622516556,0.003188619083,29.13907285,66.22516556,31.88619083
R029,0,0%,32,100%,32,0,0%,32,100%,0,0%,0,0%,32,1581 VICTORY BOULEVARD,40.614039,-74.116197,"Public School 29, Slosson Avenue, New York, NY 10314, United States of America",10314,1922,Elementary,SI07,Westerleigh,P.S. 029 Bardwell,14700,1,640,11,86,2,13,726,20,2.6875,22.6875,0.0171875,0.02325581395,0.01790633609,171.875,232.5581395,179.0633609
R053,2,5%,38,95%,40,0,0%,40,100%,0,0%,0,0%,40,330 DURANT AVENUE,40.551926,-74.13664,"Greencroft Playground, Hylan Boulevard, New York, NY 10308, United States of America",10308,1966,Elementary,SI54,Great Kills,The Barbara Esselborn School,13203,1,813,11,106,0,11,919,20.325,2.65,22.975,0.0135301353,0,0.0119695321,135.301353,0,119.695321
R055,2,6%,30,94%,32,0,0%,32,100%,0,0%,0,0%,32,54 OSBORNE STREET,40.536625,-74.163037,"135 Koch Boulevard, New York, NY 10312, United States of America",10312,1965,Elementary,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,P.S. 055 Henry M. Boehm,15602,1,546,11,90,2,13,636,17.0625,2.8125,19.875,0.02014652015,0.02222222222,0.02044025157,201.4652015,222.2222222,204.4025157
R435,18,12%,134,88%,152,0,0%,152,100%,0,0%,0,0%,152,465 NEW DORP LANE,40.570909,-74.105878,"465 New Dorp Lane, New York, NY 10306, United States of America",10306,1996,High school,SI45,New Dorp-Midland Beach,New Dorp High School,11202,1,3128,11,356,9,20,3484,20.57894737,2.342105263,22.92105263,0.003516624041,0.02528089888,0.005740528129,35.16624041,252.8089888,57.40528129
X086,4,6%,62,94%,66,0,0%,66,100%,0,0%,0,0%,66,2756 RESERVOIR AVENUE,40.869061,-73.897066,"25 West 195th Street, New York, NY 10468, United States of America",10468,1928,Elementary,BX28,Van Cortlandt Village,P.S. 086 Kingsbridge Heights,40900,1,1523,11,178,2,13,1701,23.07575758,2.696969697,25.77272727,0.007222586999,0.01123595506,0.007642563198,72.22586999,112.3595506,76.42563198
K061,5,8%,55,92%,60,0,0%,60,100%,0,0%,0,0%,60,400 EMPIRE BOULEVARD,40.663605,-73.949198,"Middle School 61, 400 Empire Boulevard, New York, NY 11225, United States of America",11225,1958,Junior High-Intermediate-Middle,BK60,Prospect Lefferts Gardens-Wingate,M.S. 061 Dr. Gladstone H. Atwell,32900,1,515,10,71,2,12,586,8.583333333,1.183333333,9.766666667,0.01941747573,0.02816901408,0.0204778157,194.1747573,281.6901408,204.778157
K066,0,0%,53,100%,53,0,0%,53,100%,0,0%,0,0%,53,845 EAST  96 STREET,40.648749,-73.907064,"Public School 66, 845 East 96th Street, New York, NY 11236, United States of America",11236,2003,K-8,BK50,Canarsie,P.S. 66,97000,1,664,10,76,0,10,740,12.52830189,1.433962264,13.96226415,0.01506024096,0,0.01351351351,150.6024096,0,135.1351351
K204,0,0%,50,100%,50,0,0%,50,100%,0,0%,0,0%,50,8101 15 AVENUE,40.613535,-74.006137,"Public School 204, 81st Street, New York, NY 11228, United States of America",11228,1929,Elementary,BK28,Bensonhurst West,P.S. 204 Vince Lombardi,18400,1,1034,10,117,3,13,1151,20.68,2.34,23.02,0.009671179884,0.02564102564,0.0112945265,96.71179884,256.4102564,112.945265
K332,0,0%,55,100%,55,0,0%,55,100%,0,0%,0,0%,55,51 CHRISTOPHER AVENUE,40.672216,-73.906018,"51 Christopher Avenue, New York, NY 11212, United States of America",11212,1967,K-8,BK81,Brownsville,"Leadership Preparatory Ocean Hill Charter School, P.S. 747 A Great Start Academy, Christopher Avenue Community School",90800,2,1491,10,211,1,11,1702,27.10909091,3.836363636,30.94545455,0.006706908115,0.004739336493,0.006462984724,67.06908115,47.39336493,64.62984724
K422,0,0%,65,100%,65,0,0%,65,100%,0,0%,0,0%,65,1065 ELTON STREET,40.657266,-73.874064,"Spring Creek Community School, Elton Street, New York, NY 11208, United States of America",11208,2006,Secondary School,BK82,East New York,"Academy for Young Writers, Spring Creek Community School",107000,2,1071,10,139,4,14,1210,16.47692308,2.138461538,18.61538462,0.009337068161,0.02877697842,0.01157024793,93.37068161,287.7697842,115.7024793
K465,28,23%,96,77%,124,0,0%,120,97%,4,3%,4,3%,124,911 FLATBUSH AVENUE,40.6495,-73.9585,"912 Flatbush Avenue, New York, NY 11226, United States of America",11226,1996,High school,BK95,Erasmus,"Science, Technology and Research Early College Hig, High School for Service & Learning at Erasmus, High School for Youth and Community Development at, Academy for College Preparation and Career Explora, Academy of Hospitality and Tourism",79400,5,1994,10,218,2,12,2212,16.08064516,1.758064516,17.83870968,0.005015045135,0.009174311927,0.005424954792,50.15045135,91.74311927,54.24954792
K490,7,7%,87,93%,94,0,0%,94,100%,0,0%,0,0%,94,8301 SHORE ROAD,40.626827,-74.038103,"Fort Hamilton High School, Narrows Avenue, New York, NY 11209, United States of America",11209,1941,High school,BK31,Bay Ridge,Fort Hamilton High School,4600,1,4678,10,365,2,12,5043,49.76595745,3.882978723,53.64893617,0.002137665669,0.005479452055,0.00237953599,21.37665669,54.79452055,23.7953599
K580,3,4%,72,96%,75,0,0%,74,99%,1,1%,1,1%,75,105 TECH PLACE,40.695444,-73.986105,"New York City College of Technology, Tech Place, New York, NY 11201, United States of America",11201,1996,High school,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"George Westinghouse Career and Technical Education, George Westinghouse Career and Technical Education, City Polytechnic High School of Engineering, Archi, City Polytechnic High School of Engineering, Archi, I.S. 915, I.S. 915",1300,3,1477,10,171,0,10,1648,19.69333333,2.28,21.97333333,0.006770480704,0,0.006067961165,67.70480704,0,60.67961165
M017,1,2%,40,98%,41,0,0%,40,98%,1,2%,1,2%,41,328 WEST  48 STREET,40.7614,-73.988,"322 West 48th Street, New York, NY 10036, United States of America",10036,1908,Junior High-Intermediate-Middle,MN15,Clinton,"Professional Performing Arts High School, P.S. 212 Midtown West",12700,2,891,10,77,4,14,968,21.73170732,1.87804878,23.6097561,0.01122334456,0.05194805195,0.01446280992,112.2334456,519.4805195,144.6280992
M171,1,2%,52,98%,53,0,0%,53,100%,0,0%,0,0%,53,19 EAST 103 STREET,40.792302,-73.951425,"Public School 171, 19 East 103rd Street, New York, NY 10029, United States of America",10029,1900,K-8,MN33,East Harlem South,P.S. 171 Patrick Henry,16800,1,770,10,88,2,12,858,14.52830189,1.660377358,16.18867925,0.01298701299,0.02272727273,0.01398601399,129.8701299,227.2727273,139.8601399
M267,0,0%,21,100%,21,0,0%,21,100%,0,0%,0,0%,21,213 EAST 63RD STREET,40.763883,-73.963861,"213 East 63rd Street, New York, NY 10065, United States of America",10065,2010,Elementary,MN31,Lenox Hill-Roosevelt Island,"East Side Elementary School, PS 267",11000,1,397,10,49,0,10,446,18.9047619,2.333333333,21.23809524,0.02518891688,0,0.02242152466,251.8891688,0,224.2152466
