Row Labels,WindowsOnly Number,WindowsOnly Percent,OtherVentilation Number,OtherVentilation Percent,TotalClassrooms (not inc DNE),Does Not Exist Number,Does Not Exist Percent,Operational Number,Operational Percent,Repair In Progress Number,Repair in Progress Percent,Does Not Exist or Repair in Progress Number,Does Not Exist or Repair in Progress Percent,Total Number Classrooms,Address,Latitude,Longitude,OpenCage Address,OpenCage Zip Code,OpeningDate,SchoolType,NTANumber,NTAName,JoinedSchoolListLocList,Census_tract,numSchools,studentEnrollment,studentCases,staffAndTeacherEnrollment,staffAndTeacherCases,totalCases,totalSchoolPop,studentsPerClassroom,staffPerClassroom,totalSchoolPopPerClassroom,casePerStudent,casesPerStaff,totalCasesPerPop,"caseRatePer10,000Student","caseRatePer10,000Staff","totalCaseRatePer10,000Pop"
M276,0,0%,50,100%,50,0,0%,50,100%,0,0%,0,0%,50,55 BATTERY PLACE,40.706384,-74.017456,"P.S. - I.S. 276 Battery Park City School, 55 Battery Place, New York, NY 10280, United States of America",10280,1999,K-12 all grades,MN25,Battery Park City-Lower Manhattan,"P.S. M094, Battery Park City School",31704,2,1194,6,398,6,12,1592,23.88,7.96,31.84,0.005025125628,0.01507537688,0.007537688442,50.25125628,150.7537688,75.37688442
M340,0,0%,32,100%,32,0,0%,32,100%,0,0%,0,0%,32,590 SIXTH AVENUE,40.739145,-73.995534,"590 6th Avenue, New York, NY 10011, United States of America",10011,2014,Elementary,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"Sixth Avenue Elementary School, Sixth Avenue Elementary School",5400,1,355,6,48,1,7,403,11.09375,1.5,12.59375,0.01690140845,0.02083333333,0.01736972705,169.0140845,208.3333333,173.6972705
M440,0,0%,112,100%,112,0,0%,112,100%,0,0%,0,0%,112,351 WEST  18 STREET,40.743407,-74.00254,"Hughes High School, 351 West 18th Street, New York, NY 10011, United States of America",10011,1931,High school,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"Landmark High School, Humanities Preparatory Academy, James Baldwin School, The: A School for Expedition, Manhattan Business Academy, Quest to Learn, Hudson High School of Learning Technologies",8900,6,2219,6,274,3,9,2493,19.8125,2.446428571,22.25892857,0.002703920685,0.01094890511,0.003610108303,27.03920685,109.4890511,36.10108303
M485,0,0%,102,100%,102,0,0%,102,100%,0,0%,0,0%,102,100 AMSTERDAM AVENUE,40.774202,-73.985976,"Fiorello H. LaGuardia High School, 100 Amsterdam Avenue, New York, NY 10023, United States of America",10023,1984,High school,MN14,Lincoln Square,Fiorello H. LaGuardia High School of Music & Art a,15100,1,2717,6,197,2,8,2914,26.6372549,1.931372549,28.56862745,0.002208317998,0.01015228426,0.002745367193,22.08317998,101.5228426,27.45367193
M488,0,0%,99,100%,99,0,0%,99,100%,0,0%,0,0%,99,231-249 EAST 56 STREET,40.759248,-73.967204,"209 East 56th Street, New York, NY 10022, United States of America",10022,1960,High school,MN19,Turtle Bay-East Midtown,"Art and Design High School, P.S. 059 Beekman Hill International",10800,2,2094,6,205,4,10,2299,21.15151515,2.070707071,23.22222222,0.002865329513,0.01951219512,0.004349717268,28.65329513,195.1219512,43.49717268
Q020,0,0%,68,100%,68,0,0%,68,100%,0,0%,0,0%,68,142-30 BARCLAY AVENUE,40.758347,-73.824388,"Public School 20, 142-30 Barclay Avenue, New York, NY 11355, United States of America",11355,1949,Elementary,QN22,Flushing,P.S. 020 John Bowne,85500,1,1166,6,138,0,6,1304,17.14705882,2.029411765,19.17647059,0.005145797599,0,0.004601226994,51.45797599,0,46.01226994
Q049,24,41%,35,59%,59,0,0%,57,97%,2,3%,2,3%,59,63-60 80th Street,40.719567,-73.875493,"Public School 49, 79th Street, New York, NY 11379, United States of America",11379,1933,K-8,QN21,Middle Village,P.S. 049 Dorothy Bonawit Kole,66300,1,1146,6,110,3,9,1256,19.42372881,1.86440678,21.28813559,0.005235602094,0.02727272727,0.007165605096,52.35602094,272.7272727,71.65605096
Q060,1,3%,39,98%,40,0,0%,39,98%,1,3%,1,3%,40,91-02 88 AVENUE,40.691467,-73.852792,"Public School 60, 91-02 88th Avenue, New York, NY 11421, United States of America",11421,1966,Elementary,QN53,Woodhaven,P.S. 060 Woodhaven,1800,1,1052,6,112,4,10,1164,26.3,2.8,29.1,0.005703422053,0.03571428571,0.008591065292,57.03422053,357.1428571,85.91065292
Q076,0,0%,52,100%,52,0,0%,52,100%,0,0%,0,0%,52,36-36 10 STREET,40.760862,-73.94163,"Public School 76, 9th Street, New York, NY 11101, United States of America",11101,1966,Elementary,QN68,Queensbridge-Ravenswood-Long Island City,P.S. 076 William Hallet,3900,1,402,6,91,2,8,493,7.730769231,1.75,9.480769231,0.01492537313,0.02197802198,0.01622718053,149.2537313,219.7802198,162.2718053
Q081,7,21%,26,79%,33,0,0%,33,100%,0,0%,0,0%,33,559 CYPRESS AVENUE,40.703942,-73.911885,"Public School 81, Cypress Avenue, New York, NY 11237, United States of America",11237,1904,Elementary,QN20,Ridgewood,P.S. 81Q Jean Paul Richter,54500,1,587,6,90,1,7,677,17.78787879,2.727272727,20.51515152,0.01022146508,0.01111111111,0.01033973412,102.2146508,111.1111111,103.3973412
Q085,5,18%,23,82%,28,0,0%,28,100%,0,0%,0,0%,28,23-70 31 STREET,40.773126,-73.915039,"P.S. 85 - Judge Charles Vallone School, 23-70 31st Street, New York, NY 11102, United States of America",11102,1908,Elementary,QN72,Steinway,P.S. 085 Judge Charles Vallone,11500,1,584,6,67,2,8,651,20.85714286,2.392857143,23.25,0.0102739726,0.02985074627,0.01228878648,102.739726,298.5074627,122.8878648
Q121,0,0%,41,100%,41,0,0%,41,100%,0,0%,0,0%,41,126-10 109 AVENUE,40.683585,-73.81533,"Public School 121, 126-10 109th Avenue, New York, NY 11420, United States of America",11420,1925,Elementary,QN55,South Ozone Park,P.S. 121 Queens,17000,1,773,6,78,0,6,851,18.85365854,1.902439024,20.75609756,0.007761966365,0,0.00705052879,77.61966365,0,70.5052879
Q144,0,0%,59,100%,59,0,0%,59,100%,0,0%,0,0%,59,93-02 69 AVENUE,40.71489,-73.852398,"Public School 144, 93-02 69th Avenue, New York, NY 11375, United States of America",11375,1931,Elementary,QN17,Forest Hills,P.S. 144 Col Jeromus Remsen,72900,1,888,6,94,0,6,982,15.05084746,1.593220339,16.6440678,0.006756756757,0,0.006109979633,67.56756757,0,61.09979633
Q149,1,2%,49,98%,50,0,0%,50,100%,0,0%,0,0%,50,93-11 34 AVENUE,40.755759,-73.874505,"Public School 149 - Christa McAuliffe, 93-11 34th Avenue, New York, NY 11372, United States of America",11372,1936,Elementary,QN28,Jackson Heights,P.S. 149 Christa McAuliffe,27300,1,856,6,95,2,8,951,17.12,1.9,19.02,0.007009345794,0.02105263158,0.008412197687,70.09345794,210.5263158,84.12197687
Q164,2,5%,35,95%,37,0,0%,37,100%,0,0%,0,0%,37,138-01 77 AVENUE,40.721514,-73.823569,"Public School 164, 138-01 77th Avenue, New York, NY 11367, United States of America",11367,1949,K-8,QN37,Kew Gardens Hills,P.S. 164 Queens Valley,77902,1,609,6,80,2,8,689,16.45945946,2.162162162,18.62162162,0.009852216749,0.025,0.01161103048,98.52216749,250,116.1103048
Q189,4,7%,54,93%,58,0,0%,54,93%,4,7%,4,7%,58,144-80 BARCLAY AVENUE,40.759963,-73.818399,"Junior High School 189, 144-80 Barclay Avenue, New York, NY 11355, United States of America",11355,1957,Junior High-Intermediate-Middle,QN51,Murray Hill,"J.H.S. 189 Daniel Carter Beard, Flushing International High School",86300,2,1132,6,121,0,6,1253,19.51724138,2.086206897,21.60344828,0.005300353357,0,0.004788507582,53.00353357,0,47.88507582
Q226,1,1%,90,99%,91,1,1%,91,99%,0,0%,1,1%,92,121-10 ROCKAWAY BOULEVARD,40.675021,-73.81673,"Middle School 226, Rockaway Boulevard, New York, NY 11420, United States of America",11420,1975,Junior High-Intermediate-Middle,QN55,South Ozone Park,"J.H.S. 226 Virgil I. Grissom, Hawtree Creek Middle School, Epic High School - South",84000,3,1657,6,188,0,6,1845,18.01086957,2.043478261,20.05434783,0.003621001811,0,0.00325203252,36.21001811,0,32.5203252
Q227,3,3%,89,97%,92,0,0%,92,100%,0,0%,0,0%,92,32-02 JUNCTION BOULEVARD,40.757567,-73.874614,"I.S. 227 - Louis Armstrong Middle School, Junction Boulevard, New York, NY 11373, United States of America",11373,1979,Junior High-Intermediate-Middle,QN27,East Elmhurst,I.S. 227 Louis Armstrong,35300,1,1541,6,155,0,6,1696,16.75,1.684782609,18.43478261,0.0038935756,0,0.003537735849,38.935756,0,35.37735849
Q247,0,0%,60,100%,60,0,0%,60,100%,0,0%,0,0%,60,69-10 65th Drive,40.715005,-73.885974,"P.S./I.S. 128 Q - Lorraine Tuzzo/Juniper Valley School, 65th Drive, New York, NY 11379, United States of America",11379,1951,K-8,QN21,Middle Village,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",65900,1,836,6,84,1,7,920,13.93333333,1.4,15.33333333,0.007177033493,0.0119047619,0.007608695652,71.77033493,119.047619,76.08695652
Q290,0,0%,39,100%,39,0,0%,39,100%,0,0%,0,0%,39,55-20 METROPOLITAN AVENUE,40.71303,-73.908307,"55-13 Metropolitan Avenue, New York, NY 11378, United States of America",11378,2010,Elementary,QN20,Ridgewood,A.C.E. Academy for Scholars at the Geraldine Ferra,59500,1,556,6,61,0,6,617,14.25641026,1.564102564,15.82051282,0.01079136691,0,0.009724473258,107.9136691,0,97.24473258
Q435,2,2%,83,98%,85,0,0%,85,100%,0,0%,0,0%,85,230-17 HILLSIDE AVENUE,40.733888,-73.739726,"Martin Van Buren High School, Hillside Avenue, New York, NY 11040, United States of America",11040,1955,High school,QN43,Bellerose,"Martin Van Buren High School, Business Technology Early College High School",130100,2,1688,6,157,5,11,1845,19.85882353,1.847058824,21.70588235,0.00355450237,0.03184713376,0.005962059621,35.5450237,318.4713376,59.62059621
Q680,0,0%,20,100%,20,0,0%,20,100%,0,0%,0,0%,20,150-91 87 ROAD,40.708409,-73.804166,"The Young Women's Leadership School of Queens, 150-91 87th Road, New York, NY 11432, United States of America",11432,2005,Secondary School,QN35,Briarwood-Jamaica Hills,"Young Women's Leadership School, Queens",23600,1,579,6,47,0,6,626,28.95,2.35,31.3,0.0103626943,0,0.009584664537,103.626943,0,95.84664537
Q868,0,0%,18,100%,18,0,0%,18,100%,0,0%,0,0%,18,48-09 CENTER BOULEVARD,40.744368,-73.957177,"Citylights at Queens Landing, 4-74 48th Avenue, New York, NY 11109, United States of America",11109,1997,K-8,QN31,Hunters Point-Sunnyside-West Maspeth,P.S./I.S. 78Q,100,1,678,6,70,1,7,748,37.66666667,3.888888889,41.55555556,0.008849557522,0.01428571429,0.00935828877,88.49557522,142.8571429,93.5828877
R002,6,10%,57,90%,63,0,0%,63,100%,0,0%,0,0%,63,333 MIDLAND AVENUE,40.576728,-74.099685,"Intermediate School 2, Midland Avenue, New York, NY 10306, United States of America",10306,1963,Junior High-Intermediate-Middle,SI45,New Dorp-Midland Beach,I.S. R002 George L. Egbert,11202,1,986,6,122,6,12,1108,15.65079365,1.936507937,17.58730159,0.006085192698,0.04918032787,0.01083032491,60.85192698,491.8032787,108.3032491
R013,0,0%,36,100%,36,0,0%,36,100%,0,0%,0,0%,36,191 VERMONT AVENUE,40.613322,-74.068963,"Public School 13, Vermont Avenue, New York, NY 10305, United States of America",10305,1981,Elementary,SI37,Stapleton-Rosebank,P.S. 013 M. L. Lindemeyer,800,1,827,6,125,1,7,952,22.97222222,3.472222222,26.44444444,0.007255139057,0.008,0.007352941176,72.55139057,80,73.52941176
R014,0,0%,35,100%,35,0,0%,35,100%,0,0%,0,0%,35,100 TOMPKINS AVENUE,40.622415,-74.079228,"100 Tompkins Avenue, New York, NY 10304, United States of America",10304,1950,Elementary,SI37,Stapleton-Rosebank,P.S. 78,2900,1,670,6,119,1,7,789,19.14285714,3.4,22.54285714,0.008955223881,0.008403361345,0.008871989861,89.55223881,84.03361345,88.71989861
R016,0,0%,43,100%,43,0,0%,43,100%,0,0%,0,0%,43,80 MONROE AVENUE,40.639638,-74.079594,"Public School 4, Monroe Avenue, New York, NY 10301, United States of America",10301,1966,Elementary,SI22,West New Brighton-New Brighton-St. George,"P.S. 016 John J. Driscoll, Fort Hill Collaborative Elementary School",1100,2,622,6,120,3,9,742,14.46511628,2.790697674,17.25581395,0.009646302251,0.025,0.01212938005,96.46302251,250,121.2938005
R040,2,7%,26,93%,28,0,0%,28,100%,0,0%,0,0%,28,91 HENDERSON AVENUE,40.64118,-74.095454,"Public School 40, Lafayette Avenue, New York, NY 10301, United States of America",10301,1993,K-8,SI22,West New Brighton-New Brighton-St. George,P.S. R373,8100,1,613,6,431,19,25,1044,21.89285714,15.39285714,37.28571429,0.009787928222,0.04408352668,0.02394636015,97.87928222,440.8352668,239.4636015
R043,0,0%,80,100%,80,1,1%,80,99%,0,0%,1,1%,81,100 ESSEX DRIVE,40.581958,-74.159343,"College of Staten Island High School for International Studies, Chesterfield Lane, New York, NY 10314, United States of America",10314,2005,High school,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"CSI High School for International Studies, Gaynor McCown Expeditionary Learning School, Marsh Avenue School for Expeditionary Learning",27702,3,1395,6,155,3,9,1550,17.22222222,1.913580247,19.13580247,0.004301075269,0.01935483871,0.005806451613,43.01075269,193.5483871,58.06451613
R062,0,0%,28,100%,28,0,0%,28,100%,0,0%,0,0%,28,644 Bloomingdale Road,40.541563,-74.217934,"Bloomingdale Road & Kramer Avenue, Bloomingdale Road, New York, NY 10309, United States of America",10309,2015,Elementary,SI11,Charleston-Richmond Valley-Tottenville,The Kathleen Grimm School for Leadership and Susta,22600,1,436,6,60,1,7,496,15.57142857,2.142857143,17.71428571,0.01376146789,0.01666666667,0.01411290323,137.6146789,166.6666667,141.1290323
R440,6,10%,56,90%,62,0,0%,62,100%,0,0%,0,0%,62,485 CLAWSON STREET,40.568299,-74.117086,"Staten Island Technical High School, Allison Avenue, New York, NY 10306, United States of America",10306,1996,High school,SI45,New Dorp-Midland Beach,Staten Island Technical High School,13400,1,1336,6,103,0,6,1439,21.5483871,1.661290323,23.20967742,0.004491017964,0,0.004169562196,44.91017964,0,41.69562196
R445,0,0%,92,100%,92,0,0%,92,100%,0,0%,0,0%,92,85 ST JOSEPHS AVENUE,40.635562,-74.141924,"Port Richmond High School, Trantor Place, New York, NY 10302, United States of America",10302,1927,High school,SI28,Port Richmond,Port Richmond High School,21300,1,1538,6,188,2,8,1726,16.7173913,2.043478261,18.76086957,0.003901170351,0.01063829787,0.004634994206,39.01170351,106.3829787,46.34994206
X006,1,2%,53,98%,54,0,0%,54,100%,0,0%,0,0%,54,1000 EAST TREMONT AVENUE,40.840445,-73.882531,"Public School 6, East Tremont Avenue, New York, NY 10461, United States of America",10461,1904,Elementary,BX17,East Tremont,"P.S. 006 West Farms, The Vida Bogart School for All Children",35900,2,1063,6,391,6,12,1454,19.68518519,7.240740741,26.92592593,0.005644402634,0.01534526854,0.008253094911,56.44402634,153.4526854,82.53094911
X009,2,4%,44,96%,46,0,0%,46,100%,0,0%,0,0%,46,230 EAST 183 STREET,40.85644,-73.898821,"230 East 183rd Street, New York, NY 10457, United States of America",10457,1938,Elementary,BX40,Fordham South,P.S. 9 Ryer Avenue Elementary School,38301,1,759,6,104,1,7,863,16.5,2.260869565,18.76086957,0.00790513834,0.009615384615,0.008111239861,79.0513834,96.15384615,81.11239861
X048,1,2%,48,98%,49,0,0%,48,98%,1,2%,1,2%,49,1290 SPOFFORD AVENUE,40.814034,-73.886834,"Public School 48, 1290 Spofford Avenue, New York, NY 10474, United States of America",10474,1916,Elementary,BX27,Hunts Point,P.S. 048 Joseph R. Drake,9300,1,562,6,114,3,9,676,11.46938776,2.326530612,13.79591837,0.01067615658,0.02631578947,0.01331360947,106.7615658,263.1578947,133.1360947
X057,0,0%,47,100%,47,0,0%,47,100%,0,0%,0,0%,47,2111 CROTONA AVENUE,40.848748,-73.888987,"Public School 57, 2111 Crotona Avenue, New York, NY 10457, United States of America",10457,1921,Elementary,BX17,East Tremont,"P.S. 057 Crescent, Frederick Douglass Academy V. Middle School",37300,2,676,6,116,3,9,792,14.38297872,2.468085106,16.85106383,0.008875739645,0.02586206897,0.01136363636,88.75739645,258.6206897,113.6363636
X074,0,0%,78,100%,78,0,0%,78,100%,0,0%,0,0%,78,730 BRYANT AVENUE,40.8155,-73.8858,"729 Bryant Avenue, New York, NY 10474, United States of America",10474,2000,Junior High-Intermediate-Middle,BX27,Hunts Point,"Hyde Leadership Charter School, The Hunts Point School",11700,2,274,6,52,1,7,326,3.512820513,0.6666666667,4.179487179,0.02189781022,0.01923076923,0.02147239264,218.9781022,192.3076923,214.7239264
X079,0,0%,78,100%,78,0,0%,78,100%,0,0%,0,0%,78,125 EAST 181 STREET,40.855337,-73.903139,"Public School 79, 125 East 181st Street, New York, NY 10453, United States of America",10453,1925,Elementary,BX40,Fordham South,"Elementary School for Math, Science, and Technolog, School for Environmental Citizenship, Creston Academy",23704,3,1240,6,174,1,7,1414,15.8974359,2.230769231,18.12820513,0.004838709677,0.005747126437,0.00495049505,48.38709677,57.47126437,49.5049505
X083,0,0%,40,100%,40,0,0%,39,98%,1,3%,1,3%,40,950 RHINELANDER AVENUE,40.849176,-73.858769,"Public School 83, 950 Rhinelander Avenue, New York, NY 10462, United States of America",10462,1925,K-8,BX37,Van Nest-Morris Park-Westchester Square,P.S. 083 Donald Hertz,24400,1,1587,6,177,1,7,1764,39.675,4.425,44.1,0.003780718336,0.005649717514,0.003968253968,37.80718336,56.49717514,39.68253968
X098,0,0%,63,100%,63,0,0%,63,100%,0,0%,0,0%,63,1619 BOSTON ROAD,40.836245,-73.890591,"Intermediate School X098 Herman Ridder, 1619 Boston Road, New York, NY 10460, United States of America",10460,1931,Junior High-Intermediate-Middle,BX75,Crotona Park East,"J.H.S. 098 Herman Ridder, Explorations Academy H.S., Bronx Envision Academy",15500,3,916,6,136,0,6,1052,14.53968254,2.158730159,16.6984127,0.006550218341,0,0.005703422053,65.50218341,0,57.03422053
X101,9,12%,67,88%,76,1,1%,76,99%,0,0%,1,1%,77,2750 LAFAYETTE AVENUE,40.82708,-73.829211,"2750 Lafayette Avenue, New York, NY 10465, United States of America",10465,1957,Junior High-Intermediate-Middle,BX52,Schuylerville-Throgs Neck-Edgewater Park,"M.S. X101 Edward R. Byrne, P.S. X010, P.S. 304 Early Childhood School",15200,3,1717,6,548,4,10,2265,22.2987013,7.116883117,29.41558442,0.003494467094,0.007299270073,0.004415011038,34.94467094,72.99270073,44.15011038
X126,0,0%,41,100%,41,0,0%,41,100%,0,0%,0,0%,41,175 WEST 166 STREET,40.835866,-73.9282,"Public School 126, 175 West 166th Street, New York, NY 10452, United States of America",10452,1971,Elementary,BX26,Highbridge,P.S. 126 Dr Marjorie H Dunbar,19900,1,549,6,82,0,6,631,13.3902439,2,15.3902439,0.01092896175,0,0.009508716323,109.2896175,0,95.08716323
X135,5,8%,59,92%,64,0,0%,64,100%,0,0%,0,0%,64,2441 WALLACE AVENUE,40.8621,-73.8646,"2430 Wallace Avenue, New York, NY 10467, United States of America",10467,1955,Junior High-Intermediate-Middle,BX07,Bronxdale,"Bronx Green Middle School, Pelham Academy of Academics and Community Engageme, Bronx Park Middle School",33000,3,1121,6,129,0,6,1250,17.515625,2.015625,19.53125,0.005352363961,0,0.0048,53.52363961,0,48
X149,0,0%,62,100%,62,0,0%,62,100%,0,0%,0,0%,62,360 EAST 145 STREET,40.814,-73.9208,"351 East 145th Street, New York, NY 10455, United States of America",10455,1958,Junior High-Intermediate-Middle,BX39,Mott Haven-Port Morris,"The Laboratory School of Finance and Technology: X, South Bronx Preparatory: A College Board School",4300,2,1355,6,159,2,8,1514,21.85483871,2.564516129,24.41935484,0.00442804428,0.01257861635,0.005284015852,44.2804428,125.7861635,52.84015852
X158,2,3%,78,98%,80,0,0%,79,99%,1,1%,1,1%,80,800 HOME STREET,40.8277,-73.9001,"800 Home Street, New York, NY 10456, United States of America",10456,1974,Junior High-Intermediate-Middle,BX33,Longwood,"Bronx Latin, Bronx Career and College Preparatory High School, Dr. Richard Izquierdo Health and Science Charter S",13100,3,811,6,102,3,9,913,10.1375,1.275,11.4125,0.007398273736,0.02941176471,0.009857612267,73.98273736,294.1176471,98.57612267
X174,4,6%,66,94%,70,1,1%,70,99%,0,0%,1,1%,71,456 WHITE PLAINS ROAD,40.8147,-73.8566,"439 White Plains Road, New York, NY 10473, United States of America",10473,1972,Junior High-Intermediate-Middle,BX09,Soundview-Castle Hill-Clason Point-Harding Park,"Women's Academy of Excellence, Archimedes Academy for Math, Science and Technolog, The Bronx Mathematics Preparatory School",400,3,970,6,149,0,6,1119,13.66197183,2.098591549,15.76056338,0.00618556701,0,0.005361930295,61.8556701,0,53.61930295
X184,4,5%,80,95%,84,0,0%,84,100%,0,0%,0,0%,84,778 FOREST AVENUE,40.8189,-73.9059,"778 Forest Avenue, New York, NY 10456, United States of America",10456,1975,Junior High-Intermediate-Middle,BX34,Melrose South-Mott Haven North,"P.S. X017, Academy of Public Relations, South Bronx Academy for Applied Media, Jill Chaifetz Transfer High School",7700,4,1186,6,404,4,10,1590,14.11904762,4.80952381,18.92857143,0.005059021922,0.009900990099,0.006289308176,50.59021922,99.00990099,62.89308176
X425,17,14%,103,86%,120,1,1%,112,93%,8,7%,9,7%,121,800 EAST GUN HILL ROAD,40.8759,-73.8619,"817 East Gun Hill Road, New York, NY 10467, United States of America",10467,1930,High school,BX44,Williamsbridge-Olinville,"Bronx Aerospace High School, High School for Contemporary Arts, Bronx Academy of Health Careers, Bronx High School for Writing and Communication Ar, Bronx Lab School, High School of Computers and Technology",37200,6,1982,6,258,4,10,2240,16.38016529,2.132231405,18.51239669,0.003027245207,0.01550387597,0.004464285714,30.27245207,155.0387597,44.64285714
X435,5,4%,128,96%,133,0,0%,131,98%,2,2%,2,2%,133,500 EAST FORDHAM ROAD,40.86,-73.8881,"East Fordham Road & Bathgate Avenue, East Fordham Road, New York, NY 10458, United States of America",10458,1928,High school,BX06,Belmont,"Belmont Preparatory High School, Bronx High School for Law and Community Service, Fordham High School for the Arts, Fordham Leadership Academy, West Bronx Academy for the Future, Knowledge and Power Preparatory Academy Internatio, East Fordham College & Career Preparatory High Sch",38700,6,2667,6,305,2,8,2972,20.05263158,2.293233083,22.34586466,0.002249718785,0.006557377049,0.00269179004,22.49718785,65.57377049,26.9179004
X450,3,2%,133,98%,136,0,0%,136,100%,0,0%,0,0%,136,1980 LAFAYETTE AVENUE,40.8223,-73.8562,"1965 Lafayette Avenue, New York, NY 10473, United States of America",10473,1970,High school,BX09,Soundview-Castle Hill-Clason Point-Harding Park,"Gotham Collaborative High School, Millennium Art Academy, Antonia Pantoja Preparatory Academy: A College Boa, Bronx Community High School, Bronx Bridges High School, Bronx Compass High School",1600,6,2012,6,286,1,7,2298,14.79411765,2.102941176,16.89705882,0.002982107356,0.003496503497,0.003046127067,29.82107356,34.96503497,30.46127067
X455,2,1%,197,99%,199,0,0%,190,95%,9,5%,9,5%,199,750 BAYCHESTER AVENUE,40.874035,-73.831669,"750 Baychester Avenue, New York, NY 10475, United States of America",10475,1973,High school,BX13,Co-op City,"Harry S Truman High School, P.S. X176, Bronx Health Sciences High School",46201,3,3116,6,602,3,9,3718,15.65829146,3.025125628,18.68341709,0.001925545571,0.004983388704,0.002420656267,19.25545571,49.83388704,24.20656267
X475,32,21%,124,79%,156,0,0%,152,97%,4,3%,4,3%,156,99 TERRACE VIEW AVENUE,40.877379,-73.912686,"Bronx Theatre High School, 99 Terrace View Avenue, New York, NY 10463, United States of America",10463,1972,High school,MN01,Marble Hill-Inwood,"Marble Hill High School for International Studies, Bronx Theatre High School, Bronx Engineering and Technology Academy, Bronx School of Law and Finance, English Language Learners and International Suppor, New Visions Charter High School for Advanced Math, New Visions Charter High School for the Humanities",30900,7,2776,6,424,0,6,3200,17.79487179,2.717948718,20.51282051,0.002161383285,0,0.001875,21.61383285,0,18.75
X970,0,0%,50,100%,50,0,0%,50,100%,0,0%,0,0%,50,1595 BATHGATE AVENUE,40.839508,-73.901774,"1595 Bathgate Avenue, New York, NY 10457, United States of America",10457,2004,Secondary School,BX01,Claremont-Bathgate,"Urban Assembly School for Applied Math and Science, Mott Hall Bronx High School, Validus Preparatory Academy",16700,3,1299,6,174,3,9,1473,25.98,3.48,29.46,0.004618937644,0.01724137931,0.006109979633,46.18937644,172.4137931,61.09979633
K001,1,2%,46,98%,47,0,0%,47,100%,0,0%,0,0%,47,309 47 STREET,40.648959,-74.01142,"364 46th Street, New York, NY 11220, United States of America",11220,1965,Elementary,BK32,Sunset Park West,P.S. 001 The Bergen,8000,1,948,5,125,2,7,1073,20.17021277,2.659574468,22.82978723,0.005274261603,0.016,0.006523765144,52.74261603,160,65.23765144
K010,2,4%,43,96%,45,0,0%,45,100%,0,0%,0,0%,45,511 7 AVENUE,40.660912,-73.985946,"Public School 10, 511 7th Avenue, New York, NY 11215, United States of America",11215,1930,Elementary,BK37,Park Slope-Gowanus,"Magnet School of Math, Science and Design Technolo",14900,1,868,5,188,1,6,1056,19.28888889,4.177777778,23.46666667,0.005760368664,0.005319148936,0.005681818182,57.60368664,53.19148936,56.81818182
K015,0,0%,41,100%,41,0,0%,41,100%,0,0%,0,0%,41,71 SULLIVAN STREET,40.677085,-74.011864,"71 Sullivan Street, New York, NY 11231, United States of America",11231,1968,Elementary,BK33,Carroll Gardens-Columbia Street-Red Hook,P.S. 015 Patrick F. Daly,5300,1,423,5,107,2,7,530,10.31707317,2.609756098,12.92682927,0.01182033097,0.01869158879,0.01320754717,118.2033097,186.9158879,132.0754717
K018,14,100%,0,0%,14,0,0%,9,64%,5,36%,5,36%,14,101 MAUJER STREET,40.71088,-73.946695,"Public School 18, Leonard Street, New York, NY 11222, United States of America",11222,1916,Elementary,BK90,East Williamsburg,P.S. 018 Edward Bush,50300,1,192,5,42,1,6,234,13.71428571,3,16.71428571,0.02604166667,0.02380952381,0.02564102564,260.4166667,238.0952381,256.4102564
K088,5,6%,73,94%,78,0,0%,78,100%,0,0%,0,0%,78,544 7TH AVENUE,40.660805,-73.988743,"Middle School 88, 18th Street, New York, NY 11215, United States of America",11215,1967,Junior High-Intermediate-Middle,BK32,Sunset Park West,"J.H.S. 088 Peter Rouget, P.S. K053",14700,2,1831,5,414,4,9,2245,23.47435897,5.307692308,28.78205128,0.002730748225,0.009661835749,0.004008908686,27.30748225,96.61835749,40.08908686
K102,31,44%,40,56%,71,0,0%,71,100%,0,0%,0,0%,71,211 72 STREET,40.634318,-74.028758,"Public School 102, 71st Street, New York, NY 11209, United States of America",11209,1900,Elementary,BK31,Bay Ridge,P.S. 102 The Bayview,6800,1,1291,5,156,0,5,1447,18.18309859,2.197183099,20.38028169,0.003872966692,0,0.003455425017,38.72966692,0,34.55425017
K115,3,5%,57,95%,60,0,0%,60,100%,0,0%,0,0%,60,1500 EAST  92 STREET,40.634861,-73.897896,"Public School 115, 1500 East 92nd Street, New York, NY 11236, United States of America",11236,1922,Elementary,BK50,Canarsie,P.S. 115 Daniel Mucatel School,100800,1,827,5,98,3,8,925,13.78333333,1.633333333,15.41666667,0.006045949214,0.0306122449,0.008648648649,60.45949214,306.122449,86.48648649
K123,3,7%,40,93%,43,0,0%,43,100%,0,0%,0,0%,43,100 IRVING AVENUE,40.704076,-73.922388,"Sporting field of school of Public School 123, Suydam Street, New York, NY 11237, United States of America",11237,1901,Elementary,BK77,Bushwick North,P.S. 123 Suydam,44500,1,525,5,73,1,6,598,12.20930233,1.697674419,13.90697674,0.009523809524,0.01369863014,0.01003344482,95.23809524,136.9863014,100.3344482
