Row Labels,WindowsOnly Number,WindowsOnly Percent,OtherVentilation Number,OtherVentilation Percent,TotalClassrooms (not inc DNE),Does Not Exist Number,Does Not Exist Percent,Operational Number,Operational Percent,Repair In Progress Number,Repair in Progress Percent,Does Not Exist or Repair in Progress Number,Does Not Exist or Repair in Progress Percent,Total Number Classrooms,Address,Latitude,Longitude,OpenCage Address,OpenCage Zip Code,OpeningDate,SchoolType,NTANumber,NTAName,JoinedSchoolListLocList,Census_tract,numSchools,studentEnrollment,studentCases,staffAndTeacherEnrollment,staffAndTeacherCases,totalCases,totalSchoolPop,studentsPerClassroom,staffPerClassroom,totalSchoolPopPerClassroom,casePerStudent,casesPerStaff,totalCasesPerPop,"caseRatePer10,000Student","caseRatePer10,000Staff","totalCaseRatePer10,000Pop"
Q725,0,0,46,1,46,0,0,46,1,0,0,0,0,46,21-16 44TH ROAD,40.748502,-73.946488,"21-16 44th Road, New York, NY 11101, United States of America",11101,2002,High school,QN31,Hunters Point-Sunnyside-West Maspeth,Information Technology High School,1900,1,948,1,90,0,1,1038,20.60869565,1.956521739,22.56521739,0.001054852,0,0.000963391,10.54852321,0,9.633911368
Q445,8,0.07,99,0.93,107,0,0,106,0.99,1,0.01,1,0.01,107,48-10 31 AVENUE,40.757072,-73.911165,"William C Bryant High School, 48-10 31st Avenue, New York, NY 11377, United States of America",11377,1939,High school,QN70,Astoria,"William Cullen Bryant High School, Academy Of Humanities And Applied Science At The W",16300,1,2141,2,215,7,9,2356,20.00934579,2.009345794,22.01869159,0.000934143,0.03255814,0.003820034,9.341429239,325.5813953,38.20033956
K152,0,0,67,1,67,0,0,67,1,0,0,0,0,67,725 EAST  23 STREET,40.632619,-73.954269,"Public School 315, Campus Road, New York, NY 11210, United States of America",11210,1907,Elementary,BK42,Flatbush,"School of Science & Technology, School of Science & Technology, P.S. K315, P.S. K315",77200,2,1113,1,179,3,4,1292,16.6119403,2.671641791,19.28358209,0.000898473,0.016759777,0.003095975,8.984725966,167.5977654,30.95975232
K176,4,0.07,54,0.93,58,0,0,58,1,0,0,0,0,58,1225 69 STREET,40.624835,-74.005205,"Public School 176, Ovington Avenue, New York, NY 11219, United States of America",11219,1914,Elementary,BK30,Dyker Heights,P.S. 176 Ovington,19600,1,1148,1,118,2,3,1266,19.79310345,2.034482759,21.82758621,0.00087108,0.016949153,0.002369668,8.710801394,169.4915254,23.69668246
M022,2,0.03,67,0.97,69,0,0,68,0.99,1,0.01,1,0.01,69,111 COLUMBIA STREET,40.719416,-73.979581,"New Explorations into Science Technology and Math High School, 111 Columbia Street, New York, NY 10002, United States of America",10002,2000,K-12 all grades,MN28,Lower East Side,"New Explorations into Science, Technology and Math",2201,1,1791,1,139,2,3,1930,25.95652174,2.014492754,27.97101449,0.000558347,0.014388489,0.001554404,5.58347292,143.8848921,15.54404145
K005,0,0,48,1,48,0,0,48,1,0,0,0,0,48,820 HANCOCK STREET,40.685241,-73.92197,"Public School 5, Halsey Street, New York, NY 11233, United States of America",11233,1966,Elementary,BK35,Stuyvesant Heights,P.S. 005 Dr. Ronald McNair,37700,1,201,0,40,0,0,241,4.1875,0.833333333,5.020833333,0,0,0,0,0,0
K021,0,0,47,1,47,0,0,47,1,0,0,0,0,47,180 CHAUNCEY STREET,40.68035,-73.926673,"Public School 21, 180 Chauncey Street, New York, NY 11233, United States of America",11233,1956,Elementary,BK61,Crown Heights North,P.S. 021 Crispus Attucks,38100,1,536,0,67,0,0,603,11.40425532,1.425531915,12.82978723,0,0,0,0,0,0
K022,1,0.03,39,0.98,40,0,0,39,0.98,1,0.03,1,0.03,40,443 ST MARKS AVENUE,40.6771,-73.960093,"443 Saint Marks Avenue, New York, NY 11238, United States of America",11238,1996,Elementary,BK61,Crown Heights North,"Brooklyn Arts and Science Elementary School, Explore Exceed Charter School",30500,2,754,0,140,0,0,894,18.85,3.5,22.35,0,0,0,0,0,0
K025,0,0,41,1,41,0,0,41,1,0,0,0,0,41,787 LAFAYETTE AVENUE,40.691472,-73.940749,"Public School 25, 787 Lafayette Avenue, New York, NY 11221, United States of America",11221,1942,Elementary,BK35,Stuyvesant Heights,"P.S. 025 Eubie Blake School, Success Academy Charter School - Bed Stuy 3",28100,2,276,0,64,0,0,340,6.731707317,1.56097561,8.292682927,0,0,0,0,0,0
K040,1,0.02,49,0.98,50,0,0,49,0.98,1,0.02,1,0.02,50,265 RALPH AVENUE,40.680239,-73.921099,"Public School 40 George W. Carver, 265 Ralph Avenue, New York, NY 11233, United States of America",11233,1913,Elementary,BK35,Stuyvesant Heights,"P.S. 028 The Warren Prep Academy, P.S. 040 George W. Carver",37900,2,448,0,70,0,0,518,8.96,1.4,10.36,0,0,0,0,0,0
K045,0,0,46,1,46,0,0,46,1,0,0,0,0,46,84 SCHAEFER STREET,40.686424,-73.91043,"84 Schaefer Street, New York, NY 11207, United States of America",11207,1966,K-8,BK78,Bushwick South,P.S./I.S. 045 Horace E. Greene,40100,1,572,0,82,0,0,654,12.43478261,1.782608696,14.2173913,0,0,0,0,0,0
K081,0,0,68,1,68,0,0,68,1,0,0,0,0,68,990 DEKALB AVENUE,40.692866,-73.935123,"Eleanor Roosevelt Playground, Kosciuszko Street, New York, NY 11221, United States of America",11221,1966,Elementary,BK35,Stuyvesant Heights,P.S. 081 Thaddeus Stevens,28900,1,268,0,49,0,0,317,3.941176471,0.720588235,4.661764706,0,0,0,0,0,0
K085,2,0.08,22,0.92,24,0,0,24,1,0,0,0,0,24,510 CLERMONT AVENUE,40.682576,-73.969248,"Brooklyn School for Career Development, 510 Clermont Avenue, New York, NY 11238, United States of America",11238,1996,High school,BK68,Fort Greene,P.S. K753 - School for Career Development,17900,1,323,0,167,1,1,490,13.45833333,6.958333333,20.41666667,0,0.005988024,0.002040816,0,59.88023952,20.40816327
K107,1,0.04,24,0.96,25,0,0,25,1,0,0,0,0,25,1301 8 AVENUE,40.662945,-73.981181,"1301 8th Avenue, New York, NY 11215, United States of America",11215,1894,Elementary,BK37,Park Slope-Gowanus,P.S. 107 John W. Kimball,16700,1,495,0,54,0,0,549,19.8,2.16,21.96,0,0,0,0,0,0
K126,0,0,52,1,52,0,0,52,1,0,0,0,0,52,424 LEONARD STREET,40.719818,-73.947932,"424 Leonard Street, New York, NY 11222, United States of America",11222,1966,Junior High-Intermediate-Middle,BK76,Greenpoint,"John Ericsson Middle School 126, Northside Charter High School, The Greenpoint Community Middle School At The John",49900,2,271,0,51,1,1,322,5.211538462,0.980769231,6.192307692,0,0.019607843,0.00310559,0,196.0784314,31.05590062
K175,0,0,48,1,48,0,0,48,1,0,0,0,0,48,226 BRISTOL STREET,40.6659,-73.9117,"Public School 175, 226 Bristol Street, New York, NY 11212, United States of America",11212,1996,High school,BK81,Brownsville,"Teachers Preparatory High School, Frederick Douglass Academy VII High School",92400,2,300,0,59,2,2,359,6.25,1.229166667,7.479166667,0,0.033898305,0.005571031,0,338.9830508,55.71030641
K193,0,0,41,1,41,0,0,41,1,0,0,0,0,41,2515 AVENUE L,40.62208,-73.950321,"Public School 193, East 26th Street, New York, NY 11229, United States of America",11229,1924,Elementary,BK43,Midwood,P.S. 193 Gil Hodges,75400,1,585,0,81,0,0,666,14.26829268,1.975609756,16.24390244,0,0,0,0,0,0
K210,3,0.05,57,0.95,60,0,0,60,1,0,0,0,0,60,188 ROCHESTER AVENUE,40.67271,-73.928917,"Junior High School 210, 188 Rochester Avenue, New York, NY 11213, United States of America",11213,1999,K-8,BK61,Crown Heights North,"M.S. K394, Explore Empower Charter School",34700,2,732,0,115,0,0,847,12.2,1.916666667,14.11666667,0,0,0,0,0,0
K213,1,0.03,35,0.97,36,0,0,36,1,0,0,0,0,36,580 HEGEMAN AVENUE,40.659845,-73.889968,"P.S. 213, Hegeman Avenue, New York, NY 11208, United States of America",11208,1939,Elementary,BK82,East New York,P.S. 213 New Lots,110400,1,231,0,38,0,0,269,6.416666667,1.055555556,7.472222222,0,0,0,0,0,0
K241,2,0.06,29,0.94,31,0,0,12,0.39,19,0.61,19,0.61,31,976 PRESIDENT STREET,40.668913,-73.960924,"Clara Barton High School, 901 Classon Avenue, New York, NY 11225, United States of America",11225,1931,Elementary,BK63,Crown Heights South,P.S. 241 Emma L. Johnston,21300,1,395,0,52,0,0,447,12.74193548,1.677419355,14.41935484,0,0,0,0,0,0
K263,0,0,54,1,54,0,0,54,1,0,0,0,0,54,210 CHESTER STREET,40.666187,-73.911279,"Public School/Intermediate School 323, 210 Chester Street, New York, NY 11212, United States of America",11212,2000,K-8,BK81,Brownsville,"P.S./I.S. 323, Mott Hall Bridges Academy",92400,2,709,0,102,1,1,811,13.12962963,1.888888889,15.01851852,0,0.009803922,0.001233046,0,98.03921569,12.33045623
K264,0,0,31,1,31,0,0,31,1,0,0,0,0,31,371 89th Street,40.621025,-74.029444,"PS 264, 89th Street, New York, NY 11209, United States of America",11209,2010,Elementary,BK31,Bay Ridge,P.S. 264 Bay Ridge Elementary School For The Arts,6000,1,417,0,58,0,0,475,13.4516129,1.870967742,15.32258065,0,0,0,0,0,0
K297,0,0,39,1,39,0,0,39,1,0,0,0,0,39,700 PARK AVENUE,40.697377,-73.948166,"Public School 297, 700 Park Avenue, New York, NY 11206, United States of America",11206,1959,Elementary,BK75,Bedford,P.S. 297 Abraham Stockton,25700,1,200,0,45,1,1,245,5.128205128,1.153846154,6.282051282,0,0.022222222,0.004081633,0,222.2222222,40.81632653
K299,0,0,34,1,34,0,0,34,1,0,0,0,0,34,88 WOODBINE STREET,40.690755,-73.917899,"Public School 299, Evergreen Avenue, New York, NY 11207, United States of America",11207,1960,Elementary,BK78,Bushwick South,P.S. 299 Thomas Warren Field,39900,1,177,0,28,1,1,205,5.205882353,0.823529412,6.029411765,0,0.035714286,0.004878049,0,357.1428571,48.7804878
K304,1,0.02,41,0.98,42,0,0,42,1,0,0,0,0,42,280 HART STREET,40.6941,-73.9408,"257 Hart Street, New York, NY 11206, United States of America",11206,1962,Elementary,BK35,Stuyvesant Heights,Brighter Choice Community School,28100,1,307,0,41,0,0,348,7.30952381,0.976190476,8.285714286,0,0,0,0,0,0
K327,1,0.02,40,0.98,41,0,0,41,1,0,0,0,0,41,111 BRISTOL STREET,40.668232,-73.911788,"Public School 327, Bristol Street, New York, NY 11212, United States of America",11212,1967,K-8,BK81,Brownsville,P.S. 327 Dr. Rose B. English,92400,1,267,0,62,0,0,329,6.512195122,1.512195122,8.024390244,0,0,0,0,0,0
K329,0,0,53,1,53,0,0,53,1,0,0,0,0,53,2929 WEST  30 STREET,40.574666,-73.99577,"P.S. 329, West 30th Street, New York, NY 11224, United States of America",11224,1974,Elementary,BK21,Seagate-Coney Island,P.S. 329 Surfside,34200,1,357,0,53,2,2,410,6.735849057,1,7.735849057,0,0.037735849,0.004878049,0,377.3584906,48.7804878
K370,0,0,20,1,20,0,0,20,1,0,0,0,0,20,3000 WEST 1 STREET,40.577709,-73.969872,"Public School 370, West 2nd Street, New York, NY 11224, United States of America",11224,1921,K-12 all grades,BK23,West Brighton,P.S. 370,35602,1,236,0,163,3,3,399,11.8,8.15,19.95,0,0.018404908,0.007518797,0,184.0490798,75.18796992
K440,0,0,102,1,102,0,0,101,0.99,1,0.01,1,0.01,102,883 CLASSON AVENUE,40.6703,-73.9617,"Prospect Heights High School Campus, 883 Classon Avenue, New York, NY 11225, United States of America",11225,1924,High school,BK63,Crown Heights South,"Brooklyn Academy of Science and the Environment, Brooklyn School for Music & Theatre, International High School at Prospect Heights, The High School for Global Citizenship",21300,4,1187,0,133,1,1,1320,11.6372549,1.303921569,12.94117647,0,0.007518797,0.000757576,0,75.18796992,7.575757576
K486,1,0.02,44,0.98,45,0,0,45,1,0,0,0,0,45,1171 65 STREET,40.627929,-74.003883,"Bay Ridge High School Annex, 1171 65th Street, New York, NY 11219, United States of America",11219,1994,Junior High-Intermediate-Middle,BK30,Dyker Heights,The Christa McAuliffe School\I.S. 187,21200,1,990,0,84,0,0,1074,22,1.866666667,23.86666667,0,0,0,0,0,0
K610,1,0.02,52,0.98,53,0,0,53,1,0,0,0,0,53,50 BEDFORD AVENUE,40.721448,-73.953328,"50 Bedford Avenue, New York, NY 11222, United States of America",11222,1901,High school,BK73,North Side-South Side,"Greenpoint High School For Engineering And Automot, A-Tech High School",51700,1,337,0,54,0,0,391,6.358490566,1.018867925,7.377358491,0,0,0,0,0,0
K860,0,0,10,1,10,0,0,10,1,0,0,0,0,10,9517 KINGS HIGHWAY,40.659914,-73.920658,"9517 Kings Highway, New York, NY 11212, United States of America",11212,2009,High school,BK96,Rugby-Remsen Village,East Brooklyn Community High School,88600,1,175,0,29,0,0,204,17.5,2.9,20.4,0,0,0,0,0,0
K902,0,0,38,1,38,0,0,38,1,0,0,0,0,38,62 PARK PLACE,40.678809,-73.976648,"Middle School 266, Park Place, New York, NY 11233, United States of America",11233,1999,K-12 all grades,BK37,Park Slope-Gowanus,"P.S. K077, M.S. K266 - Park Place Community Middle School",12902,2,437,0,229,3,3,666,11.5,6.026315789,17.52631579,0,0.013100437,0.004504505,0,131.0043668,45.04504505
K907,0,0,26,1,26,0,0,26,1,0,0,0,0,26,1150 EAST NEW YORK AVENUE,40.666251,-73.923881,"1150 East New York Avenue, New York, NY 11212, United States of America",11212,2004,High school,BK81,Brownsville,"Brownsville Academy High School, New Visions A.I.M. Charter High School I",90000,2,84,0,16,0,0,100,3.230769231,0.615384615,3.846153846,0,0,0,0,0,0
K909,0,0,27,1,27,0,0,27,1,0,0,0,0,27,561 GRAND AVENUE,40.678591,-73.961636,"569 Grand Avenue, New York, NY 11238, United States of America",11238,1996,High school,BK61,Crown Heights North,"ACORN Community High School, Gotham Professional Arts Academy",30500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K971,0,0,18,1,18,0,0,18,1,0,0,0,0,18,6214 4TH AVENUE,40.639518,-74.020343,"6214 4th Avenue, New York, NY 11220, United States of America",11220,2010,Elementary,BK32,Sunset Park West,"School of Math, Science, and Healthy Living",7200,1,254,0,45,0,0,299,14.11111111,2.5,16.61111111,0,0,0,0,0,0
M097,1,0.04,27,0.96,28,0,0,28,1,0,0,0,0,28,525 EAST HOUSTON STREET,40.718276,-73.976093,"525 East Houston Street, New York, NY 10002, United States of America",10002,2001,High school,MN28,Lower East Side,Bard High School Early College,1002,1,636,0,62,1,1,698,22.71428571,2.214285714,24.92857143,0,0.016129032,0.001432665,0,161.2903226,14.32664756
M124,0,0,50,1,50,0,0,49,0.98,1,0.02,1,0.02,50,40 DIVISION STREET,40.715097,-73.996017,"Confucius Plaza, 40 Division Street, New York, NY 10002, United States of America",10002,1976,Elementary,MN27,Chinatown,P.S. 124 Yung Wing,1600,1,652,0,69,0,0,721,13.04,1.38,14.42,0,0,0,0,0,0
M131,0,0,82,1,82,0,0,82,1,0,0,0,0,82,100 HESTER STREET,40.716231,-73.993607,"Intermediate School 131, 100 Hester Street, New York, NY 10002, United States of America",10002,1983,Junior High-Intermediate-Middle,MN27,Chinatown,"M.S. 131, Pace High School, Emma Lazarus High School",1600,3,1093,0,140,1,1,1233,13.32926829,1.707317073,15.03658537,0,0.007142857,0.00081103,0,71.42857143,8.110300081
M134,2,0.05,35,0.95,37,0,0,37,1,0,0,0,0,37,293 EAST BROADWAY,40.714248,-73.983854,"271 Henry Street, New York, NY 10002, United States of America",10002,1960,Elementary,MN28,Lower East Side,P.S. 134 Henrietta Szold,202,1,217,0,49,0,0,266,5.864864865,1.324324324,7.189189189,0,0,0,0,0,0
M528,0,0,9,1,9,0,0,9,1,0,0,0,0,9,180 WADSWORTH AVENUE,40.850683,-73.934676,"Intermediate School 528, 180 Wadsworth Avenue, New York, NY 10033, United States of America",10033,1925,Junior High-Intermediate-Middle,MN35,Washington Heights North,I.S. 528 Bea Fuller Rodgers School,27100,1,254,0,27,0,0,281,28.22222222,3,31.22222222,0,0,0,0,0,0
M965,0,0,27,1,27,0,0,27,1,0,0,0,0,27,549 AUDOBON AVENUE,40.856532,-73.92606,"Jacob K Javits Athletic Field, Amsterdam Avenue, New York, NY 10040, United States of America",10040,2009,K-8,MN35,Washington Heights North,The Equity Project Charter School (TEP),27700,1,1071,0,153,0,0,1224,39.66666667,5.666666667,45.33333333,0,0,0,0,0,0
Q045,1,0.03,29,0.97,30,0,0,29,0.97,1,0.03,1,0.03,30,126-28 150 STREET,40.671871,-73.788866,"P.S. 045 Clarence Witherspoon, 126-28 150th Street, New York, NY 11436, United States of America",11436,1914,Elementary,QN76,Baisley Park,P.S. 045 Clarence Witherspoon,78800,1,305,0,51,0,0,356,10.16666667,1.7,11.86666667,0,0,0,0,0,0
Q055,0,0,19,1,19,0,0,19,1,0,0,0,0,19,131-10 97 AVENUE,40.69361,-73.816156,"Public School 55, 131-10 97th Avenue, New York, NY 11419, United States of America",11419,1939,Elementary,QN54,Richmond Hill,P.S. 055 Maure,15400,1,492,0,67,0,0,559,25.89473684,3.526315789,29.42105263,0,0,0,0,0,0
Q142,0,0,50,1,50,0,0,50,1,0,0,0,0,50,142-10 LINDEN BOULEVARD,40.6841,-73.8015,"Junior High School 142, 142-10 Linden Boulevard, New York, NY 11436, United States of America",11436,1996,High school,QN76,Baisley Park,Queens Transition Center,19200,1,423,0,224,3,3,647,8.46,4.48,12.94,0,0.013392857,0.004636785,0,133.9285714,46.36785162
Q151,3,0.09,32,0.91,35,0,0,35,1,0,0,0,0,35,50-05 31 AVENUE,40.758027,-73.908146,"30-60 Hobart Street, New York, NY 11377, United States of America",11377,1931,Elementary,QN70,Astoria,P.S. 151 Mary D. Carter,16300,1,294,0,63,0,0,357,8.4,1.8,10.2,0,0,0,0,0,0
Q223,0,0,62,1,62,2,0.03,62,0.97,0,0,2,0.03,64,125-20 SUTPHIN BOULEVARD,40.673898,-73.78953,"125-40 Sutphin Boulevard, New York, NY 11436, United States of America",11436,1974,Elementary,QN76,Baisley Park,P.S. 223 Lyndon B. Johnson,18401,1,469,0,71,1,1,540,7.328125,1.109375,8.4375,0,0.014084507,0.001851852,0,140.8450704,18.51851852
Q245,0,0,20,1,20,0,0,20,1,0,0,0,0,20,378 SENECA AVENUE,40.706837,-73.91499,"Public School 305 Learners and Leaders, 378 Seneca Avenue, New York, NY 11237, United States of America",11237,2008,Elementary,QN20,Ridgewood,Learners and Leaders,53900,1,526,0,88,0,0,614,26.3,4.4,30.7,0,0,0,0,0,0
Q273,0,0,20,1,20,0,0,20,1,0,0,0,0,20,88-07 102ND STREET,40.693613,-73.844335,"88-07 102nd Street, New York, NY 11418, United States of America",11418,2010,Elementary,QN54,Richmond Hill,P.S. 273,2800,1,302,0,42,0,0,344,15.1,2.1,17.2,0,0,0,0,0,0
Q450,2,0.04,43,0.96,45,0,0,44,0.98,1,0.02,1,0.02,45,28-01 41 AVENUE,40.751838,-73.936592,"28-01 41st Avenue, New York, NY 11101, United States of America",11101,1996,High school,QN68,Queensbridge-Ravenswood-Long Island City,Newcomers High School,3300,1,676,0,70,0,0,746,15.02222222,1.555555556,16.57777778,0,0,0,0,0,0
R031,2,0.06,34,0.94,36,0,0,36,1,0,0,0,0,36,55 LAYTON AVENUE,40.64209,-74.08542,"Davis Playground, Bismark Avenue, New York, NY 10301, United States of America",10301,1965,Elementary,SI22,West New Brighton-New Brighton-St. George,P.S. 031 William T. Davis,900,1,372,0,80,1,1,452,10.33333333,2.222222222,12.55555556,0,0.0125,0.002212389,0,125,22.12389381
R035,1,0.06,16,0.94,17,0,0,17,1,0,0,0,0,17,60 FOOTE AVENUE,40.613548,-74.098994,"60 Foote Avenue, New York, NY 10301, United States of America",10301,1953,Elementary,SI08,Grymes Hill-Clifton-Fox Hills,P.S. 35 The Clove Valley School,4700,1,430,0,56,0,0,486,25.29411765,3.294117647,28.58823529,0,0,0,0,0,0
X005,0,0,48,1,48,0,0,48,1,0,0,0,0,48,564 JACKSON AVENUE,40.813896,-73.908358,"564 Jackson Avenue, New York, NY 10455, United States of America",10455,1961,K-8,BX34,Melrose South-Mott Haven North,P.S. 5 Port Morris,7300,1,610,0,99,1,1,709,12.70833333,2.0625,14.77083333,0,0.01010101,0.001410437,0,101.010101,14.10437236
X029,0,0,46,1,46,0,0,46,1,0,0,0,0,46,758 COURTLANDT AVENUE,40.821544,-73.916419,"Public School/Middle School 3, East 156th Street, New York, NY 10455-1201, United States of America",10455,1963,K-8,BX34,Melrose South-Mott Haven North,P.S./M.S. 029 Melrose School,6900,1,794,0,125,1,1,919,17.26086957,2.717391304,19.97826087,0,0.008,0.001088139,0,80,10.88139282
X052,1,0.02,62,0.98,63,0,0,63,1,0,0,0,0,63,681 KELLY STREET,40.816078,-73.901599,"Junior High School 52, 681 Kelly Street, New York, NY 10455, United States of America",10455,2001,Junior High-Intermediate-Middle,BX33,Longwood,"M.S. 302 Luisa Dessus Cruz, Girls Preparatory Charter School of the Bronx",8300,2,452,0,71,0,0,523,7.174603175,1.126984127,8.301587302,0,0,0,0,0,0
X062,0,0,43,1,43,0,0,43,1,0,0,0,0,43,660 FOX STREET,40.813736,-73.900161,"657 Southern Boulevard, New York, NY 10455, United States of America",10455,1922,Elementary,BX33,Longwood,P.S. 062 Inocensio Casanova,8300,1,527,0,83,0,0,610,12.25581395,1.930232558,14.18604651,0,0,0,0,0,0
X129,2,0.04,46,0.96,48,1,0.02,48,0.98,0,0,1,0.02,49,2055 MAPES AVENUE,40.846128,-73.886721,"760 East 180th Street, New York, NY 10460, United States of America",10460,1971,Junior High-Intermediate-Middle,BX17,East Tremont,"M.S. 129 Academy for Independent Learning and Lead, Kappa III",37100,2,845,0,117,0,0,962,17.24489796,2.387755102,19.63265306,0,0,0,0,0,0
X206,0,0,20,1,20,0,0,20,1,0,0,0,0,20,2280 AQUEDUCT AVENUE,40.859534,-73.906285,"2280 Aqueduct Avenue, New York, NY 10468, United States of America",10468,1980,Junior High-Intermediate-Middle,BX30,Kingsbridge Heights,I.S. 206 Ann Mersereau,25300,1,254,0,42,0,0,296,12.7,2.1,14.8,0,0,0,0,0,0
X211,0,0,13,1,13,1,0.07,13,0.93,0,0,1,0.07,14,560 EAST 179 STREET,40.8486,-73.8937,"560 East 179th Street, New York, NY 10457, United States of America",10457,1989,Elementary,BX17,East Tremont,Providing Urban Learners Success In Education High,37504,1,178,0,32,0,0,210,12.71428571,2.285714286,15,0,0,0,0,0,0
X340,0,0,35,1,35,0,0,35,1,0,0,0,0,35,25 WEST 195 STREET,40.869407,-73.897171,"25 West 195th Street, New York, NY 10468, United States of America",10468,1999,Elementary,BX28,Van Cortlandt Village,P.S. 340,40900,1,525,0,74,0,0,599,15,2.114285714,17.11428571,0,0,0,0,0,0
X876,0,0,23,1,23,0,0,23,1,0,0,0,0,23,1710 WEBSTER AVENUE,40.84325,-73.902969,"1710 Webster Avenue, New York, NY 10457, United States of America",10457,1996,High school,BX01,Claremont-Bathgate,Bronx Leadership Academy High School,16500,1,394,0,56,0,0,450,17.13043478,2.434782609,19.56521739,0,0,0,0,0,0
X878,0,0,22,1,22,0,0,22,1,0,0,0,0,22,1021 JENNINGS STREET,40.831212,-73.885804,"1460 Boone Avenue, New York, NY 10460, United States of America",10460,1994,High school,BX75,Crotona Park East,Fannie Lou Hamer Freedom High School,15700,1,478,0,66,1,1,544,21.72727273,3,24.72727273,0,0.015151515,0.001838235,0,151.5151515,18.38235294
X879,0,0,22,1,22,0,0,22,1,0,0,0,0,22,1122 EAST 180 STREET,40.841376,-73.875262,"1122 East 180th Street, New York, NY 10460, United States of America",10460,1996,High school,BX17,East Tremont,Wings Academy,22000,1,345,0,42,0,0,387,15.68181818,1.909090909,17.59090909,0,0,0,0,0,0
